NOME,VALOR[R$],TIPO,AREA[M2],QUARTOS,BANHEIROS,VAGAS GARAGEM,CONDOMINIO[R$],IPTU[R$],LOGRADOURO,MUNICIPIO,BAIRRO,CEP,IMAGENS,CODIGO,DATA_ANUNCIO,LINK,GASTOS_ANO[R$],Academia,Ar condicionado,Armários na cozinha,Armários no quarto,Churrasqueira,Condomínio fechado,Elevador,Mobiliado,Permitido animais,Piscina,Portaria,Porteiro 24h,Quarto de serviço,Salão de festas,Segurança 24h,Varanda,Área de serviço,Portão eletrônico,Área murada,LATITUDE,LONGITUDE
FLORIANóPOLIS - Apartamento Padrão - Trindade,2100.0,Apartamento padrão,64,2,2,1,516,620,Rua João Marçal,Florianópolis,Trindade,88036620,20.0,1154033019,03/03 às 02:14,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-trindade-1154033019,6812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.593752,-48.5236817
FLORIANóPOLIS - Casa de Condomínio - Lagoa da Conceição,12000.0,Casa em condominio fechado,162,3,4,3,1339,276,Rua João Henrique Gonçalves,Florianópolis,Lagoa da Conceição,88062300,21.0,1154035311,03/03 às 02:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-de-condominio-lagoa-da-conceicao-1154035311,16344,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-27.5928885,-48.4610777
SãO JOSé - Casa Padrão - Forquilhas,2000.0,Casa em rua pública,67,2,1,1,0,77,Rua Túlio Rodrigues Martins,São José,Forquilhas,88107485,20.0,1154037229,03/03 às 02:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-forquilhas-1154037229,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.5762803,-48.6536516
FLORIANóPOLIS - Casa Padrão - Praia Mole,15700.0,Casa em rua pública,250,3,3,1,0,120,Rodovia Jornalista Manoel de Menezes - de 01/2 a 2000/2001,Florianópolis,Barra da Lagoa,88061700,20.0,1154044299,03/03 às 02:41,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-praia-mole-1154044299,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,
"Apartamento para Aluguel - Centro, 1 Quarto,  45 m2",3500.0,Apartamento padrão,45,1,2,1,600,49,Rua Irmão Joaquim,Florianópolis,Centro,88020620,21.0,1154037606,03/03 às 02:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-centro-1-quarto-45-m2-1154037606,7249,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,-27.5891552,-48.5418747
Centro | 2 suítes + 2 vagas,9754.0,Apartamento padrão,108,2,4,2,1062,3737,Rua Doutor Armínio Tavares,Florianópolis,Centro,88015250,21.0,1154046952,03/03 às 02:57,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/centro-2-suites-2-vagas-1154046952,16481,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-27.5888152,-48.5524544
FLORIANóPOLIS - Apartamento Padrão - Centro,6000.0,Apartamento padrão,80,2,2,1,900,160,Rua Duarte Schutel,Florianópolis,Centro,88015640,20.0,1154047074,03/03 às 02:58,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1154047074,10960,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-27.59257,-48.5582597
Centro | 2 suítes + 2 vagas e hobby box,16142.0,Apartamento padrão,108,2,4,2,1094,4040,Rua Doutor Armínio Tavares,Florianópolis,Centro,88015250,21.0,1154047903,03/03 às 03:07,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/centro-2-suites-2-vagas-e-hobby-box-1154047903,17168,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-27.5888152,-48.5524544
FLORIANóPOLIS - Apartamento Padrão - Centro,2900.0,Apartamento padrão,58,2,1,1,458,203,Rua Conselheiro Mafra - de 454/455 ao fim,Florianópolis,Centro,88010102,19.0,1154049621,03/03 às 03:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1154049621,5699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Apartamento para aluguel em Araranguá no bairro Alto Feliz,1000.0,Apartamento padrão,71,3,1,1,155,456,Rua Governador Jorge Lacerda - até 799/800,Araranguá,Alto Feliz,88905032,9.0,1154055619,03/03 às 04:12,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-em-ararangua-no-bairro-alto-feliz-1154055619,2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
APARTAMENTO DE 1 QUARTO EM CANASVIEIRAS,1400.0,Apartamento padrão,50,1,1,1,50,0,Rua do Kalifa,Florianópolis,Canasvieiras,88054130,12.0,1154085854,03/03 às 06:10,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-1-quarto-em-canasvieiras-1154085854,600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.4269277,-48.4524036
Cobertura para aluguel possui 196 metros quadrados com 2 quartos em  -  -,6000.0,Apartamento cobertura,196,2,3,2,13,13,Avenida Prefeito Nelson Martins,Palhoça,Centro,88131300,3.0,1134943513,03/03 às 08:04,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-para-aluguel-possui-196-metros-quadrados-com-2-quartos-em-1134943513,169,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-27.6526296,-48.6725534
"Cobertura com 3 dormitórios, 112 m² - venda por R$ 1.300.000,00 ou aluguel por R$ 1.700,00",1600.0,Apartamento cobertura,112,3,3,1,100,0,Avenida das Raias,Florianópolis,Jurerê Internacional,88053400,20.0,1132829033,03/03 às 08:18,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-com-3-dormitorios-112-m-venda-por-r-1-300-000-00-ou-aluguel-por-r-1-700-00-1132829033,1200,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,-27.4464171,-48.5017399
Florianópolis - Apartamento - Centro,4500.0,Apartamento padrão,314,4,5 ou mais,2,1824,1,Rua Presidente Coutinho - até 348/349,Florianópolis,Centro,88015230,21.0,1059060241,03/03 às 08:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-centro-1059060241,21889,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
"Apartamento com 2 quartos no bairro capoeiras em florianópolis, 57m²",2600.0,Apartamento padrão,57,2,1,1,0,0,Rua Joaquim Nabuco - até 2070 - lado par,Florianópolis,Coloninha,88090061,20.0,1154133313,03/03 às 09:17,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-quartos-no-bairro-capoeiras-em-florianopolis-57m-1154133313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Florianópolis - Casa - Saco Grande,5500.0,Casa em rua pública,149,4,3,2,41,0,Servidão Manoel Amaro Laureano,Florianópolis,Saco Grande,88032250,20.0,1085381945,03/03 às 09:17,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-saco-grande-1085381945,492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5506657,-48.493709
"Apartamento para Aluguel - Ingleses, 3 Quartos,  141 m2",4500.0,Apartamento cobertura,141,3,3,2,750,183,Rua dos Lordes,Florianópolis,Ingleses do Rio Vermelho,88058525,21.0,1154173256,03/03 às 10:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-ingleses-3-quartos-141-m2-1154173256,9183,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-27.4316784,-48.4001495
Casa COMERCIAL para aluguel com 139 metros quadrados e 5 quartos em Ceará - Criciúma - SC,2800.0,Casa em rua pública,139,5 ou mais,1,1,0,0,Rua São Miguel do Oeste,Criciúma,Ceará,88815100,10.0,1154198679,03/03 às 11:16,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-comercial-para-aluguel-com-139-metros-quadrados-e-5-quartos-em-ceara-criciuma-sc-1154198679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.6878528,-49.348898
APARTAMENTO COM PISCINA,600.0,Apartamento padrão,80,3,2,2,10,0,Rua Morro das Feiticeiras,Florianópolis,Ingleses do Rio Vermelho,88058583,20.0,1047467444,03/03 às 12:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-piscina-1047467444,120,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-27.4204752,-48.4073135
FLORIANóPOLIS - Apartamento Padrão - Balneário,9880.0,Apartamento padrão,122,3,3,2,690,244,Rua Osvaldo Cruz,Florianópolis,Balneário,88075270,20.0,1138297057,03/03 às 12:56,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-balneario-1138297057,8524,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Florianópolis - Apartamento - Centro,3800.0,Apartamento padrão,48,1,1,1,474,196,Rua Frei Evaristo,Florianópolis,Centro,88015410,17.0,1154253322,03/03 às 13:02,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-centro-1154253322,5884,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5890138,-48.5441045
Casa 4 dorm. Sendo 2 suítes ,5950.0,Casa em rua pública,260,4,4,3,0,110,Rua Tereza Lopes,Florianópolis,Campeche,88066065,20.0,1140331188,03/03 às 13:05,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-4-dorm-sendo-2-suites-1140331188,110,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,-27.6999984,-48.5003862
FLORIANOPOLIS - Apartamento Padrão - Corrego Grande,4500.0,Apartamento padrão,116,3,1,2,1070,0,Rua Sebastião Laurentino da Silva,Florianópolis,Córrego Grande,88037400,20.0,1104493335,03/03 às 13:08,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-corrego-grande-1104493335,12840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.6087544,-48.505455
FLORIANóPOLIS - Casa Padrão - João Paulo,7200.0,Casa em rua pública,213,4,3,2,0,156,Rua Jornalista Alírio Bossle,Florianópolis,João Paulo,88030510,20.0,1096368624,03/03 às 13:38,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-joao-paulo-1096368624,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5563173,-48.5099159
FLORIANóPOLIS - Casa Padrão - Campeche,4800.0,Casa em rua pública,114,3,3,2,0,63,Rua Professor Emanoel Paulo Peluso,Florianópolis,Campeche,88066040,20.0,1128268071,03/03 às 13:38,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-campeche-1128268071,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.6999612,-48.5021141
FLORIANóPOLIS - Apartamento Padrão - Ingleses do Rio Vermelho,3200.0,Apartamento padrão,70,2,2,1,432,0,Rua Martinho de Haro,Florianópolis,Ingleses do Rio Vermelho,88058540,20.0,1135430372,03/03 às 13:38,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-ingleses-do-rio-vermelho-1135430372,5184,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-27.4291395,-48.3994935
FLORIANóPOLIS - Apartamento Padrão - Centro,5550.0,Apartamento padrão,327,4,2,2,1800,675,Avenida Professor Othon Gama D'Eça,Florianópolis,Centro,88015240,14.0,1029386311,03/03 às 14:01,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1029386311,22275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.5865537,-48.5518657
FLORIANóPOLIS - Apartamento Padrão - Cachoeira do Bom Jesus,1550.0,Apartamento padrão,42,1,1,1,380,98,Rua da Quaresmeira Roxa,Florianópolis,Cachoeira do Bom Jesus,88056362,16.0,1135431601,03/03 às 14:08,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-cachoeira-do-bom-jesus-1135431601,4658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-27.4225034,-48.4252768
"Campinas | Apartamento 2 quartos, sendo 2 suites",3990.0,Apartamento padrão,94,2,3,2,550,0,Avenida Cruz e Souza,São José,Campinas,88101040,20.0,1129688152,03/03 às 14:18,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/campinas-apartamento-2-quartos-sendo-2-suites-1129688152,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5984612,-48.611111
Aluguel Apartamento Vila Moema 2 Quartos 100m²,3100.0,Apartamento padrão,100,2,2,1,400,1170,Rua Manaus,Tubarão,Vila Moema,88705220,12.0,1154290615,03/03 às 14:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-apartamento-vila-moema-2-quartos-100m-1154290615,5970,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,,
Sobrado para locação mensal em Canasvieiras,2500.0,Casa em condominio fechado,80,2,3,1,0,70,Rua Acary Margarida,Florianópolis,Canasvieiras,88054400,5.0,1154290688,03/03 às 14:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-para-locacao-mensal-em-canasvieiras-1154290688,70,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,-27.4302416,-48.468117
EXCELENTE APARTAMENTO NO BAIRRO ITACORUBI EM FLORIANÓPOLIS,3300.0,Apartamento padrão,74,2,2,1,800,137,Rodovia Amaro Antônio Vieira - até 1310/1311,Florianópolis,Itacorubi,88034101,20.0,1141594305,03/03 às 14:45,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-apartamento-no-bairro-itacorubi-em-florianopolis-1141594305,9737,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Centro,5700.0,Apartamento padrão,127,3,2,1,1100,342,Rua Bocaiúva,Florianópolis,Centro,88015530,21.0,1118645567,03/03 às 15:14,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1118645567,13542,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-27.5870283,-48.5502541
FLORIANóPOLIS - Casa Padrão - João Paulo,22000.0,Casa em rua pública,373,3,5 ou mais,2,0,527,Rua Desembargador Alcebíades Silveira de Souza,Florianópolis,João Paulo,88030625,20.0,1142479298,03/03 às 15:29,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-joao-paulo-1142479298,527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5564166,-48.5065214
SãO JOSé - Casa Padrão - Flor de Nápolis,3000.0,Casa em rua pública,140,4,2,1,0,64,Rua Santo André,São José,Flor de Nápolis,88106400,21.0,1147777273,03/03 às 15:48,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-flor-de-napolis-1147777273,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,
Capoeiras | Casa 6 quartos,8000.0,Casa em rua pública,330,5 ou mais,5 ou mais,4,0,0,Rua Campolino Alves - até 722/723,Florianópolis,Capoeiras,88085110,20.0,1003697424,03/03 às 17:49,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/capoeiras-casa-6-quartos-1003697424,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Lagoa da Conceição,6000.0,Apartamento cobertura,118,2,1,2,750,260,Rua Manoel Isidoro da Silveira,Florianópolis,Lagoa da Conceição,88062130,21.0,1154387365,03/03 às 18:06,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-lagoa-da-conceicao-1154387365,9260,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-27.6029786,-48.4677418
Cobertura pertinho da praia para locação anual entre Ingleses e Santinho!,3360.0,Apartamento cobertura,138,2,1,1,600,0,Travessa Nildo Neponoceno Fernandes,Florianópolis,Ingleses do Rio Vermelho,88058320,20.0,1154397541,03/03 às 18:37,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-pertinho-da-praia-para-locacao-anual-entre-ingleses-e-santinho-1154397541,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4457544,-48.4001685
Casa comercial e residencial 4 quartos com 720 m² Barreiros em são josé,14900.0,Casa em rua pública,146,4,3,1,0,327,Rua do Iano - até 642/643,São José,Barreiros,88117850,20.0,1101569442,03/03 às 18:39,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-comercial-e-residencial-4-quartos-com-720-m-barreiros-em-sao-jose-1101569442,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
"Apto stúdio, 1 quarto, vista mar, Campeche, FLORIANÓPOLIS - SC",3500.0,Apartamento padrão,42,1,1,1,500,80,Avenida Campeche - até 2501/2502,Florianópolis,Campeche,88063300,20.0,1154407876,03/03 às 19:01,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apto-studio-1-quarto-vista-mar-campeche-florianopolis-sc-1154407876,6080,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,,
"APARTAMENTO TEMPORADA em FLORIANÓPOLIS - SC, INGLESES",1300.0,Apartamento padrão,120,3,4,2,0,0,Rodovia Armando Calil Bulos,Florianópolis,Vargem Grande,88058000,20.0,994844901,03/03 às 19:02,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-temporada-em-florianopolis-sc-ingleses-994844901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4526406,-48.4518555
Casa em alvenaria FLORIANÓPOLIS - SC,15700.0,Casa em rua pública,250,3,3,1,0,120,Rodovia Jornalista Manoel de Menezes - de 2002/2003 ao fim,Florianópolis,Barra da Lagoa,88061701,20.0,1154415560,03/03 às 19:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-em-alvenaria-florianopolis-sc-1154415560,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Casa em alvenaria FLORIANÓPOLIS - SC,3800.0,Casa em rua pública,120,3,1,2,0,75,Servidão João Francisco Celestino,Florianópolis,Ingleses do Rio Vermelho,88058731,20.0,1154415594,03/03 às 19:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-em-alvenaria-florianopolis-sc-1154415594,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.446339,-48.377896
Aluguel fora temporada - Casa 2 quartos em condominio fechado em Ponta das Canas,2800.0,Casa em condominio fechado,45,2,1,1,1,1,Avenida Luiz Boiteux Piazza - de 1300/1301 a 3539/3540,Florianópolis,Cachoeira do Bom Jesus,88056000,20.0,1154416999,03/03 às 19:31,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-fora-temporada-casa-2-quartos-em-condominio-fechado-em-ponta-das-canas-1154416999,13,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,,
Aluguel por diária em Canasvieiras,400.0,Apartamento padrão,42,1,1,1,0,0,Avenida das Nações,Florianópolis,Canasvieiras,88054010,18.0,1098956989,03/03 às 19:36,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-por-diaria-em-canasvieiras-1098956989,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-27.4341817,-48.4581034
SãO JOSé - Apartamento Padrão - Serraria,1150.0,Apartamento padrão,60,2,1,1,300,49,Rua Dona Lídia,São José,Serraria,88115370,20.0,1154436136,03/03 às 20:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-serraria-1154436136,3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.5410902,-48.6320604
Casa de 4 quartos para alugar no bairro Rio Tavares,8500.0,Casa em rua pública,396,4,5 ou mais,2,0,308,Rodovia Doutor Antônio Luiz Moura Gonzaga - até 2545/2546,Florianópolis,Rio Tavares,88048300,20.0,1125900584,03/03 às 20:32,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-4-quartos-para-alugar-no-bairro-rio-tavares-1125900584,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Casa para temporada Jurerê Internacional, Florianópolis - .",3000.0,Casa em rua pública,300,4,5 ou mais,4,0,0,Rua das Garoupas,Florianópolis,Jurerê Internacional,88053360,17.0,985997935,03/03 às 21:07,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-temporada-jurere-internacional-florianopolis-985997935,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-27.4389209,-48.5034782
"Centro | Apartamento 3 quartos, sendo 3 suites",16500.0,Apartamento padrão,138,3,4,2,1175,1660,Rua Bocaiúva,Florianópolis,Centro,88015530,3.0,1154449801,03/03 às 21:15,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/centro-apartamento-3-quartos-sendo-3-suites-1154449801,15760,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-27.5870283,-48.5502541
"Itacorubi | Apartamento 2 quartos, sendo 1 suite",3600.0,Apartamento padrão,72,2,1,1,550,1350,Rodovia Amaro Antônio Vieira - de 1312/1313 ao fim,Florianópolis,Itacorubi,88034102,14.0,1154449863,03/03 às 21:15,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/itacorubi-apartamento-2-quartos-sendo-1-suite-1154449863,7950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PALHOçA - Apartamento Padrão - Nova Palhoça,1600.0,Apartamento padrão,76,2,1,1,361,63,Rua Waldemar Garcia,Palhoça,Nova Palhoça,88131588,0.0,1154450261,03/03 às 21:17,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-padrao-nova-palhoca-1154450261,4395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6765798,-48.6660436
FLORIANóPOLIS - Apartamento Padrão - Centro,5000.0,Apartamento padrão,56,1,1,1,550,104,Rua Felipe Schmidt - até 348/349,Florianópolis,Centro,88010000,21.0,1154454892,03/03 às 21:31,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1154454892,6704,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Centro,5200.0,Apartamento padrão,110,3,2,2,856,500,Rua Presidente Coutinho - até 348/349,Florianópolis,Centro,88015230,21.0,1154454963,03/03 às 21:31,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1154454963,10772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Casa de Temporada em Jurerê Internacional,6000.0,Casa em rua pública,431,4,5 ou mais,4,0,0,Avenida dos Dourados,Florianópolis,Jurerê Internacional,88053410,21.0,1098956529,03/03 às 21:54,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-temporada-em-jurere-internacional-1098956529,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-27.4443628,-48.4981858
"Casa para Aluguel - Lagoa da Conceição, 4 Quartos,  220 m2",6600.0,Casa em rua pública,220,4,3,3,0,200,Rua João Antônio da Silveira,Florianópolis,Lagoa da Conceição,88062150,21.0,1145795461,03/03 às 21:59,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-lagoa-da-conceicao-4-quartos-220-m2-1145795461,200,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-27.6021191,-48.4663657
"Casa para Aluguel - São João do Rio Vermelho, 3 Quartos,  114 m2",4450.0,Casa em rua pública,114,3,3,4,0,9,Rua Manoel Petronilho da Silveira,Florianópolis,São João do Rio Vermelho,88060100,21.0,1154474349,03/03 às 22:36,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-sao-joao-do-rio-vermelho-3-quartos-114-m2-1154474349,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-27.470481,-48.4161855
"Apartamento com 2 dormitórios para alugar, 107 m² por R$ 3.800,00/dia - Jurerê Internacion",2200.0,Apartamento padrão,107,2,2,2,1600,0,Avenida dos Búzios - de 1401/1402 ao fim,Florianópolis,Jurerê Internacional,88053301,20.0,985997836,03/03 às 23:10,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-para-alugar-107-m-por-r-3-800-00-dia-jurere-internacion-985997836,19200,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,
"Aluguel Mensal para Locação em Palhoça, Jardim Eldorado, 1 dormitório, 4 banheiros, 5 vaga",9000.0,Casa em rua pública,483,1,4,5 ou mais,0,0,Rua Hilda Brant,Palhoça,Jardim Eldorado,88133538,16.0,1154485473,03/03 às 23:32,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-mensal-para-locacao-em-palhoca-jardim-eldorado-1-dormitorio-4-banheiros-5-vaga-1154485473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Apartamento para Aluguel - Areias, 2 Quartos,  49 m2",1550.0,Apartamento padrão,49,2,1,1,400,46,Rua Manoel Rosa,São José,Areias,88113835,21.0,1154489356,04/03 às 00:01,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-areias-2-quartos-49-m2-1154489356,4846,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-27.5527435,-48.6348877
FLORIANóPOLIS - Casa de Condomínio - Rio Tavares,15000.0,Casa em condominio fechado,370,4,3,2,650,300,Rodovia Doutor Antônio Luiz Moura Gonzaga - até 2545/2546,Florianópolis,Rio Tavares,88048300,20.0,1078176172,03/03 às 23:58,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-de-condominio-rio-tavares-1078176172,8100,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,,
"Aluguel Mensal para Locação em Palhoça, Jardim Eldorado, 1 dormitório, 4 banheiros, 10 vag",14000.0,Casa em rua pública,767,1,4,5 ou mais,0,0,Rua Hilda Brant,Palhoça,Jardim Eldorado,88133538,16.0,1154492542,04/03 às 00:14,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-mensal-para-locacao-em-palhoca-jardim-eldorado-1-dormitorio-4-banheiros-10-vag-1154492542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
