,NOME,VALOR,AREA,CATEGORIA,TIPO,QUARTOS,BANHEIROS,VAGAS,DETALHES_IMOVEL,DETALHES_CONDO,PARCELA1,ENTRADA,CONDOMINIO,IPTU,IMAGENS,DATA_ANUNCIO,CIDADE,CEP,link
1277,Apartamento para venda possui 182 metros quadrados com 3 quartos,3.500.000,182,Apartamentos,Venda - apartamento padrão,3,4,2,"Ar condicionado, Mobiliado, Academia, Churrasqueira, Piscina","Condomínio fechado, Elevador, Permitido animais, Academia, Piscina, Salão de festas",29.519,700.000,1.640,510,20.0,23/01,Florianópolis,88054600,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-possui-182-metros-quadrados-com-3-quartos-953332967
1278,"(R)Ótimo apartamento 3 dormitórios com 1 suíte mobiliado em Barreiros, São José",450.001,81,Apartamentos,Venda - apartamento padrão,3,2,1,"Armários na cozinha, Armários embutidos, Área de serviço, Churrasqueira","Condomínio fechado, Permitido animais, Salão de festas",3.820,90.000,327,650,21.0,23/01,São José,88117330,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/r-otimo-apartamento-3-dormitorios-com-1-suite-mobiliado-em-barreiros-sao-jose-1137519887
1279,"Casa com 3 dormitórios à venda, 150 m² por R$ 1.480.000,00 - Campeche - Florianópolis/SC",1.480.000,150,Casas,Venda - casa em rua pública,3,4,2,88063000,Florianópolis,12.508,296.000,0,800,14.0,23/01,Avenida Pequeno Príncipe,Campeche,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dormitorios-a-venda-150-m-por-r-1-480-000-00-campeche-florianopolis-sc-1137519910
1280,FLORIANóPOLIS - Casa Padrão - Ingleses do Rio Vermelho,560.000,137,Casas,Venda - casa em rua pública,3,1,1,"Varanda, Churrasqueira",88058479,4.748,112.000,0,0,18.0,23/01,Ingleses do Rio Vermelho,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-ingleses-do-rio-vermelho-909742204
1281,2 quartos suíte mobiliado bairro campinas,510.000,76,Apartamentos,Venda - apartamento padrão,2,2,1,"Ar condicionado, Mobiliado, Academia, Varanda, Área de serviço, Churrasqueira","Elevador, Academia, Salão de festas",4.326,102.000,380,76,20.0,23/01,São José,88101250,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/2-quartos-suite-mobiliado-bairro-campinas-1057320880
1282,"Casa 3 suite, elevador piscina no Santa Monica",3.000.000,271,Casas,Venda - casa em rua pública,3,5 ou mais,2,"Ar condicionado, Piscina, Varanda, Área de serviço, Churrasqueira",Piscina,25.302,600.000,0,2.500,20.0,23/01,Florianópolis,88035250,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-3-suite-elevador-piscina-no-santa-monica-972290491
1283,Apartamento 3 quartos no Centro,1.400.000,125,Apartamentos,Venda - apartamento padrão,3,3,1,"Varanda, Área de serviço",88015300,11.833,280.000,1.045,2.989,20.0,23/01,Centro,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-quartos-no-centro-1113215731
1284,Casa de Alto Padrão Mobiliada com 4 Suítes em Jurerê Internacional - Florianópolis/SC,5.000.000,470,Casas,Venda - casa em condominio fechado,4,5 ou mais,2,"Ar condicionado, Mobiliado, Piscina, Área de serviço, Churrasqueira","Condomínio fechado, Piscina",42.171,1.000.000,2.000,4.000,20.0,23/01,Florianópolis,88053700,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-alto-padrao-mobiliada-com-4-suites-em-jurere-internacional-florianopolis-sc-1015966039
1285,"APARTAMENTO 3 QUARTOS, SUÍTE, 2 VAGAS, EM CAPOEIRAS - FLORIANÓPOLIS",775.000,78,Apartamentos,Venda - apartamento padrão,3,2,2,"Academia, Varanda, Churrasqueira","Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Salão de festas",6.561,155.000,900,0,20.0,23/01,Florianópolis,88090230,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-quartos-suite-2-vagas-em-capoeiras-florianopolis-1135867482
1286,Apartamento para venda com 68 m² com 2 quartos em Pantanal - Florianópolis - SC,710.000,70,Apartamentos,Venda - apartamento padrão,2,2,1,"Academia, Varanda, Churrasqueira, Piscina","Condomínio fechado, Elevador, Academia, Piscina, Salão de festas",6.013,142.000,450,500,21.0,23/01,Florianópolis,88040001,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-com-68-m-com-2-quartos-em-pantanal-florianopolis-sc-988096224
1287,Apartamento para venda tem 97 metros quadrados com 3 quartos em Córrego Grande - Florianóp,680.000,97,Apartamentos,Venda - apartamento padrão,3,2,1,"Condomínio fechado, Elevador, Portaria, Permitido animais, Salão de festas",88037000,5.760,136.000,600,150,21.0,23/01,Córrego Grande,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-tem-97-metros-quadrados-com-3-quartos-em-corrego-grande-florianop-1122147965
1288,FLORIANóPOLIS - Apartamento Padrão - Ingleses do Rio Vermelho,649.000,64,Apartamentos,Venda - apartamento padrão,2,2,1,"Área de serviço, Varanda",88058540,5.499,129.800,0,0,20.0,23/01,Ingleses do Rio Vermelho,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-ingleses-do-rio-vermelho-1026229822
1289,Oportunidade,660.000,76,Apartamentos,Venda - apartamento padrão,2,2,1,"Ar condicionado, Churrasqueira",88020715,5.592,132.000,0,0,7.0,23/01,Centro,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/oportunidade-1067761286
1290,Casa Venda Condomínio Fechado 2 quartos em Ribeirão da Ilha - Florianópolis - SC,550.000,80,Casas,Venda - casa em rua pública,2,2,1,"Churrasqueira, Ar condicionado","Portão eletrônico, Permitido animais, Condomínio fechado",4.664,110.000,200,0,18.0,23/01,Florianópolis,88064082,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-venda-condominio-fechado-2-quartos-em-ribeirao-da-ilha-florianopolis-sc-987415138
1291,Apartamento Venda  60 m² com 2 quartos em Campeche - Florianópolis - SC,890.000,60,Apartamentos,Venda - apartamento padrão,2,2,1,"Ar condicionado, Academia, Churrasqueira, Piscina","Condomínio fechado, Elevador, Permitido animais, Academia, Piscina, Salão de festas",7.531,178.000,580,762,9.0,23/01,Florianópolis,88063360,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-venda-60-m-com-2-quartos-em-campeche-florianopolis-sc-1073643370
1292,Casa Venda 138m²  3 quartos em Campeche - Florianópolis - SC,995.000,138,Casas,Venda - casa em rua pública,3,3,2,88066045,Florianópolis,8.417,199.000,0,0,13.0,23/01,Servidão Araçá-da-Praia,Campeche,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-venda-138m-3-quartos-em-campeche-florianopolis-sc-993818357
1293,Apartamento para venda com 88 m² com 3 quartos em Itacorubi - Florianópolis - SC,850.000,88,Apartamentos,Venda - apartamento padrão,3,2,1,"Ar condicionado, Mobiliado, Academia, Churrasqueira, Piscina","Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas",7.194,170.000,750,1.000,20.0,23/01,Florianópolis,88034102,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-com-88-m-com-3-quartos-em-itacorubi-florianopolis-sc-1058815348
1294,Lindo apartamento com 3 dormitórios próximo ao Hippo Supermercado. Florianópolis/SC,1.690.000,174,Apartamentos,Venda - apartamento padrão,2,3,2,Área de serviço,Elevador,14.254,338.000,1.350,0,21.0,23/01,Florianópolis,88015360,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/lindo-apartamento-com-3-dormitorios-proximo-ao-hippo-supermercado-florianopolis-sc-1015964330
1295,Apartamento em Campinas  -  São José,670.000,80,Apartamentos,Venda - apartamento padrão,2,1,1,"Varanda, Área de serviço, Churrasqueira, Piscina","Elevador, Piscina, Salão de festas",5.676,134.000,350,500,21.0,23/01,São José,88101270,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-em-campinas--sao-jose-1074718929
1296,"Apartamento para Venda em Palhoça, Caminho Novo, 2 dormitórios, 1 banheiro",272.000,57,Apartamentos,Venda - apartamento padrão,2,1,"Varanda, Churrasqueira",Elevador,88132375,2.319,54.400,0,0,11.0,23/01,Caminho Novo,Palhoça,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-palhoca-caminho-novo-2-dormitorios-1-banheiro-1137520203
1297,"Sobrado para Venda em Palhoça, Pagani, 3 dormitórios, 1 suíte, 1 banheiro, 2 vagas",608.000,107,Casas,Venda - casa em rua pública,3,1,2,"Ar condicionado, Churrasqueira",88132209,5.153,121.600,0,0,13.0,23/01,Pagani,Palhoça,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-para-venda-em-palhoca-pagani-3-dormitorios-1-suite-1-banheiro-2-vagas-1137520201
1298,Florianopolis - Apartamento Padrão - Jardim Atlantico,195.000,52,Apartamentos,Venda - apartamento padrão,2,1,1,88095360,Florianópolis,1.670,39.000,310,56,13.0,23/01,Rua Manoel Pizzolati,Jardim Atlântico,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jardim-atlantico-1013248976
1299,"Casa para Venda em Palhoça, São Sebastião, 3 dormitórios, 1 suíte, 2 banheiros, 2 vagas",600.000,100,Casas,Venda - casa em rua pública,3,2,2,"Piscina, Churrasqueira",Piscina,5.085,120.000,0,800,9.0,23/01,Palhoça,88136520,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-palhoca-sao-sebastiao-3-dormitorios-1-suite-2-banheiros-2-vagas-1137520354
1300,"(R)Apartamento com 02 dormitórios, semimobiliado, sendo 01 suíte, 01 vaga no Bela Vista /S",360.001,77,Apartamentos,Venda - apartamento padrão,2,2,1,"Ar condicionado, Armários na cozinha, Churrasqueira","Condomínio fechado, Elevador, Portaria, Permitido animais, Salão de festas",3.061,72.000,347,650,19.0,23/01,São José,88110798,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/r-apartamento-com-02-dormitorios-semimobiliado-sendo-01-suite-01-vaga-no-bela-vista-s-1137520499
1301,Florianópolis - Apartamento Padrão - Centro,2.500.000,272,Apartamentos,Venda - apartamento padrão,4,5 ou mais,2,"Área de serviço, Piscina","Elevador, Piscina, Salão de festas",21.085,500.000,3.051,7.775,14.0,23/01,Florianópolis,88015440,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-970090338
1302,"Casa à venda, 396 m² por R$ 1.300.000,00 - Agronômica - Florianópolis/SC",1.300.000,396,Casas,Venda - casa em rua pública,4,2,5 ou mais,"Ar condicionado, Mobiliado, Varanda, Área de serviço",88025080,10.989,260.000,0,0,20.0,23/01,Agronômica,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-396-m-por-r-1-300-000-00-agronomica-florianopolis-sc-1017242917
1303,FLORIANóPOLIS - Cobertura - Itacorubi,998.000,149,Apartamentos,Venda - apartamento cobertura,3,2,2,88034130,Florianópolis,8.442,199.600,940,3.200,9.0,23/01,Servidão Feliciano Martins Vieira,Itacorubi,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-cobertura-itacorubi-1078031572
1304,Apartamento à venda no Itacorubi | 2 D | Itacorubi | Florianópolis,720.000,58,Apartamentos,Venda - apartamento padrão,2,1,1,"Ar condicionado, Mobiliado, Área de serviço, Churrasqueira, Piscina","Elevador, Piscina",6.098,144.000,600,600,16.0,23/01,Florianópolis,88034101,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-itacorubi-2-d-itacorubi-florianopolis-1085463072
1305,"Apartamento para Venda em Palhoça, Caminho Novo, 2 dormitórios, 1 banheiro",275.000,53,Apartamentos,Venda - apartamento padrão,2,1,"Varanda, Churrasqueira",Elevador,88132375,2.344,55.000,0,0,11.0,23/01,Caminho Novo,Palhoça,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-palhoca-caminho-novo-2-dormitorios-1-banheiro-1137520634
1306,"OPORTUNIDADE, Ótimo preço! Apartamento no Comerciário, 3 Quartos",315.000,80,Apartamentos,Venda - apartamento padrão,3,1,1,"Ar condicionado, Mobiliado","Condomínio fechado, Elevador, Permitido animais, Salão de festas",2.682,63.000,350,0,10.0,23/01,Criciúma,88802390,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/oportunidade-otimo-preco-apartamento-no-comerciario-3-quartos-1130456681
1307,FLORIANóPOLIS - Padrão - Itacorubi,1.290.000,96,Apartamentos,Venda - apartamento padrão,3,3,2,"Ar condicionado, Churrasqueira, Mobiliado, Área de serviço, Academia","Salão de festas, Academia",10.905,258.000,1.148,2.250,20.0,23/01,Florianópolis,88034600,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-padrao-itacorubi-1049547685
1308,Casa em Pedra Branca - Palhoça - SC,2.950.000,340,Casas,Venda - casa em rua pública,4,5 ou mais,5 ou mais,"Ar condicionado, Piscina, Churrasqueira","Permitido animais, Piscina",24.881,590.000,0,0,15.0,23/01,Palhoça,88137153,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-em-pedra-branca-palhoca-sc-1121924778
1309,Apartamento 02 Dormitórios,270.000,78,Apartamentos,Venda - apartamento padrão,2,2,1,Churrasqueira,Condomínio fechado,2.302,54.000,250,0,16.0,23/01,Palhoça,88132237,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-02-dormitorios-1071990229
1310,"Apartamento próximo ao Bistekinho, 3 Quartos com mais de 90",435.000,91,Apartamentos,Venda - apartamento padrão,3,2,1,"Ar condicionado, Mobiliado, Piscina","Elevador, Permitido animais, Piscina, Salão de festas",3.694,87.000,500,0,9.0,23/01,Criciúma,88802080,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-proximo-ao-bistekinho-3-quartos-com-mais-de-90-1130451679
1311,Linda Residência 0 Km,915.000,150,Casas,Venda - casa em rua pública,3,3,4,"Ar condicionado, Varanda, Área de serviço, Churrasqueira",88060183,7.742,183.000,0,0,15.0,23/01,São João do Rio Vermelho,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/linda-residencia-0-km-1088033282
1312,FLORIANóPOLIS - Casa Padrão - Centro,1.700.000,220,Casas,Venda - casa em rua pública,3,3,2,Área de serviço,88025130,14.338,340.000,0,66,20.0,23/01,Centro,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-centro-992150119
1313,FLORIANóPOLIS - Padrão - Coqueiros,523.512,59,Apartamentos,Venda - apartamento padrão,2,2,1,"Academia, Área de serviço","Academia, Salão de festas",4.440,104.702,0,0,17.0,23/01,Florianópolis,88080360,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-padrao-coqueiros-1084475178
1314,"Casa para Venda em São José, Forquilhas, 3 dormitórios, 1 suíte, 1 banheiro, 1 vaga",380.000,90,Casas,Venda - casa em rua pública,3,1,1,88107550,São José,3.230,76.000,0,0,12.0,23/01,Rua Joaquim José Meurer,Forquilhas,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-sao-jose-forquilhas-3-dormitorios-1-suite-1-banheiro-1-vaga-1137520802
1315,"P1030 Casa à Venda com 04 dormitórios, sendo 01 suíte, no Deltaville, Biguaçu.",788.450,150,Casas,Venda - casa em condominio fechado,4,3,2,"Piscina, Churrasqueira, Porteiro 24h","Condomínio fechado, Portão eletrônico, Academia, Piscina",6.675,157.690,360,0,20.0,23/01,Biguaçu,88164220,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/p1030-casa-a-venda-com-04-dormitorios-sendo-01-suite-no-deltaville-biguacu-1137520909
1316,"Apartamento para Venda em Florianópolis, Ingleses, 2 dormitórios, 1 suíte, 2 banheiros, 2 ",636.000,72,Apartamentos,Venda - apartamento padrão,2,2,2,"Ar condicionado, Mobiliado, Churrasqueira, Piscina","Condomínio fechado, Elevador, Piscina, Salão de festas",5.389,127.200,330,800,21.0,23/01,Florianópolis,88058583,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-florianopolis-ingleses-2-dormitorios-1-suite-2-banheiros-2-912025728
1317,"Apartamento 3 dormitórios, proximo ao Shopping Via Catarina - Pagani, Palhoça",485.000,86,Apartamentos,Venda - apartamento padrão,3,2,1,"Mobiliado, Academia, Varanda, Churrasqueira, Piscina","Condomínio fechado, Elevador, Permitido animais, Academia, Piscina, Salão de festas",4.116,97.000,500,600,19.0,23/01,Palhoça,88132100,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-dormitorios-proximo-ao-shopping-via-catarina-pagani-palhoca-1104838363
1318,CASA para venda em são José,225.000,68,Casas,Venda - casa em rua pública,2,2,1,88107282,São José,1.923,45.000,0,0,12.0,23/01,Rua Jorge Vieira de Camargo,Forquilhas,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-sao-jose-1127675585
1319,Apartamento 2 dormitórios - PORTEIRA FECHADA,345.000,57,Apartamentos,Venda - apartamento padrão,2,1,1,"Mobiliado, Churrasqueira","Condomínio fechado, Elevador, Permitido animais, Salão de festas",2.935,69.000,270,330,12.0,23/01,Palhoça,88132218,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-dormitorios-porteira-fechada-1113004689
1320,"Apartamento com 2 dormitórios à venda, 82 m² por R$ 560.000 - João Paulo - Florianópolis/S",560.000,82,Apartamentos,Venda - apartamento padrão,2,2,2,"Ar condicionado, Mobiliado, Varanda, Área de serviço, Churrasqueira, Piscina","Elevador, Piscina",4.748,112.000,900,200,20.0,23/01,Florianópolis,88030300,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-82-m-por-r-560-000-joao-paulo-florianopolis-s-1117062768
1321,CA1105 Casa Residencial / São Sebastião,405.000,200,Casas,Venda - casa em rua pública,3,2,5 ou mais,"Área de serviço, Churrasqueira",Permitido animais,3.441,81.000,0,450,13.0,23/01,Palhoça,88136314,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/ca1105-casa-residencial-sao-sebastiao-1021154120
1322,Casa mobiliada - Praia Balneário dos Açores - Florianópolis/SC,1.500.000,184,Casas,Venda - casa em rua pública,3,2,2,"Ar condicionado, Mobiliado, Churrasqueira",Permitido animais,12.651,300.000,0,1.500,20.0,23/01,Florianópolis,88067325,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-mobiliada-praia-balneario-dos-acores-florianopolis-sc-945291807
1323,Apartamento 2 dormitórios com móveis planejados.,350.000,57,Apartamentos,Venda - apartamento padrão,2,1,1,"Ar condicionado, Mobiliado, Churrasqueira, Piscina","Condomínio fechado, Elevador, Portaria, Permitido animais, Piscina, Salão de festas",2.977,70.000,0,0,18.0,23/01,Palhoça,88132373,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-dormitorios-com-moveis-planejados-1136144381
1324,"Sobrado 90m² - 2 dormitórios, Pagani - Palhoça.",390.000,90,Casas,Venda - casa em rua pública,2,3,1,"Permitido animais, Portão eletrônico",88132235,3.314,78.000,0,600,13.0,23/01,Passa Vinte,Palhoça,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-90m-2-dormitorios-pagani-palhoca-1056993282
1325,"Apartamento com 3 dormitórios, 95 m² - Canto - Florianópolis",349.000,95,Apartamentos,Venda - apartamento padrão,3,2,1,Área de serviço,88070650,2.969,69.800,598,128,16.0,23/01,Canto,Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-95-m-canto-florianopolis-1087867251
1326,Casa de alto padrão com 4 suítes 436 m² - Jurerê - Florianópolis,6.300.000,437,Casas,Venda - casa em rua pública,4,5 ou mais,5 ou mais,"Ar condicionado, Mobiliado, Piscina, Varanda, Área de serviço, Churrasqueira",Piscina,53.135,1.260.000,0,380,20.0,23/01,Florianópolis,88053482,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-alto-padrao-com-4-suites-436-m-jurere-florianopolis-1121387155
1327,"Apartamento 03 Dormitórios, Suíte com Hidromassage",600.000,98,Apartamentos,Venda - apartamento padrão,3,2,1,"Varanda, Área de serviço",Salão de festas,5.085,120.000,800,0,13.0,23/01,São José,88102020,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-03-dormitorios-suite-com-hidromassage-993964984
1328,Apartamento para venda possui 70 metros quadrados com 3 quartos em Santa Catarina - Criciú,420.000,70,Apartamentos,Venda - apartamento padrão,3,1,2,Churrasqueira,"Elevador, Permitido animais, Salão de festas",3.567,84.000,0,0,20.0,23/01,Criciúma,88810220,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-possui-70-metros-quadrados-com-3-quartos-em-santa-catarina-criciu-1037942238
